gpt_response,text
לא נכון,"נתתי גם משקל לשיקולי ההרתעה היפים בגזרה זו של עבירות, הן ביחס לציבור כולו והן ביחס לנאשם עצמו אשר כזכור נוקט בעמדות מקלות בנוגע לביצוע העבירה ונעדר נכונות לקחת חלק בטיפול."
לא נכון,עיון בעובדות כתב האישום שבהן הודה מוחמד ואשר על-פיהן נגזר דינו מלמד כי מעשיו שונים וקלים מאלה שיוחסו לנאשם בכתב האישום המתוקן בו הוא הודה.
לא נכון,"כאמור הנאשם בענייננו הוא מחולל העבירה, הוא זה שתכנן, יצר קשר עם הרוכש, סיכם אתו את העסקה ושינע את הנשק לרוכש."
לא נכון,"לעומת זאת, חלקו של מוחמד היה פאסיבי והסתכם בנהיגה ברכב בו היה הנשק."
לא נכון,"בנוסף, מגזר הדין של מוחמד עלה כי המאשימה הסתפקה בהודאה חלקית של זה בעובדות כתב האישום שיוחסו לו ובכלל זאת בהודאה בכך שרק במהלך הנסיעה נודע לו שהנאשם מתכוון למכור נשק אותו הכניס לרכבו ללא ידיעתו (ראו עמ' 17 ש' 19-24 לגזר הדין לעניין ההסכמה העובדתית בעניין זה ופסקה 6 לעניין התחשבות בית המשפט ביחס לכך)."
לא נכון,מעבר לאמור מוחמד הורשע בעבירה של הובלת נשק שלצדה עונש של 10 שנות מאסר בעוד שהעונש שלצד עבירת הסחר (ניסיון) בנשק בה הורשע הנאשם הוא 15 שנה.
לא נכון,"נוכח האמור, נראה כי לעקרון האחידות בענישה משקל מוגבל בענייננו וכי יש מקום להטיל על הנאשם עונש מחמיר מזה שהוטל על מוחמד, וזאת בהינתן העובדה ששניהם צעירים, נעדרי עבר פלילי ונעדרי המלצה שיקומית של שירות המבחן."
לא נכון,"חרף האמור, ובשים לב לקרבה היחסית בין השניים, מצאתי לתת משקל בענישה גם לעונש שהוטל על מוחמד, שאלמלא כך העונש שהייתי מטיל על הנאשם היה חמור יותר."
לא נכון,"לא מצאתי טעם של ממש שיצדיק את קבלת עתירת ב""כ הנאשם להורות על חפיפת עונש המאסר שיוטל על הנאשם במסגרת תיק זה עם עונש המאסר שהוטל עליו במסגרת תיק התעבורה, אף לא באופן חלקי."
לא נכון,"חפיפה זו תפגע בעקרון ההלימה הנדרש ביחס לכל אחת מן העבירות שעבר הנאשם ושבגינן נדון לעונש מאסר, ואף תפגע בשיקולי ההרתעה הנדרשים כאמור במקרה זה."
לא נכון,"ביחס לרכיב הקנס אציין, כי כמצוות סעיף 40ח' לחוק העונשין נתתי משקל למצבו הכלכלי של הנאשם, לגילו הצעיר ולנסיבות החיים של משפחתו כמפורט בתסקיר."
לא נכון,"מאידך גיסא, נתתי משקל לכך שהעבירה נעברה מתוך כוונה להרוויח כסף ומכאן שיש מקום להשתת קנס ממשי."
לא נכון,"18	לאור כל האמור לעיל, אני גוזר על הנאשם את העונשים הבאים:"
לא נכון,20 חודשי מאסר בפועל בניכוי ימי המעצר הקשורים בתיק זה בלבד.
לא נכון,לא ינוכו ימים בהם היה הנאשם עצור בתיק זה ובמקביל עצור או אסיר בתיק אחר.
לא נכון,המאסר בתיק זה ירוצה במצטבר לעונש המאסר האחר אותו נושא כעת הנאשם.
לא נכון,"12 חודשי מאסר על תנאי, למשך 3 שנים מיום שחרור הנאשם ממאסרו, שהנאשם לא 	יעבור עבירת נשק לפי סעיף 144 לחוק העונשין על חלופותיו השונות."
לא נכון,"5129371	ג. 	קנס בסך 4,000 ש""ח ₪ או 30 ימי מאסר תמורתו."
לא נכון,הקנס ישולם בתוך חצי שנה מהיום.
לא נכון,זכות ערעור לבית המשפט העליון בתוך 45 יום.
לא נכון,"ניתן היום, ה' טבת תשפ""ב, 09 דצמבר 2021, במעמד הצדדים."
לא נכון,"בעניין עריכה ושינויים במסמכי פסיקה, חקיקה ועוד באתר נבו – הקש כאן"
לא נכון,נוסח מסמך זה כפוף לשינויי ניסוח ועריכה
לא נכון,באמצעות פרקליטות מחוז ירושלים (פלילי)
לא נכון,"על ידי ב""כ עו""ד בני ליבסקינד"
לא נכון,"באמצעות ב""כ עו""ד היתם חאג' יחיא"
לא נכון,"חוק העונשין, תשל""ז-1977: סע'  40 ב', 144.א., 144(ב), 287(א), 340א(א), 40 יא', 499(א)(1)"
לא נכון,"הנאשם הורשע על פי הודאתו, במסגרת הסדר טיעון בכתב אישום מתוקן, בשתי עבירות של קשירת קשר לפשע של סחר בנשק לפי סעיף 499(א)(1), עבירת נשיאה והובלת נשק לפי סעיף 144(ב), עבירת ירי מנשק חם לפי סעיף 340א(א) ובעבירת הפרת הוראה חוקית לפי סעיף 287(א) כולן לחוק העונשין, התשל""ז-1977 (להלן: ""החוק"")."
לא נכון,"במסגרת הסדר הטיעון, לא הייתה הסכמה לעניין העונש."
לא נכון,"בא כוחו של הנאשם לא ביקש שיערך תסקיר בעניינו, וביקש כי הטיעונים לעונש יערכו לאחר שייגזר דינם של המעורבים האחרים בפרשה."
לא נכון,"מהחלק הכללי של כתב האישום המתוקן עולה, כי הנאשם תושב ירושלים המתגורר בכפר עקב."
לא נכון,"ביום 28.11.18 ניתנה החלטת כבוד השופט דוד גבאי ריכטר בתיק 60252-11-18 בבית משפט השלום בירושלים, לפיה הנאשם ישהה במעצר בית בכתובת ברח' אל מטר 1 בעטרות."
לא נכון,ההחלטה האמורה עמדה בתוקפה במועדים הרלוונטיים לכתב האישום.
לא נכון,"מעובדות האישום הראשון שבכתב האישום המתוקן עולה, כי הנאשם תושב ירושלים התגורר בכפר עקב."
לא נכון,"ביום 10.12.18 פנה אדם שזהותו אינה ידועה במדויקת למאשימה (להלן: ""האחר"") אל הנאשם וביקש כי יסייע לו ברכישת נשק."
לא נכון,"בתגובה ענה הנאשם, כי כעת אין ברשותו נשק נוסף למכירה מלבד נשקו הפרטי."
לא נכון,"בהמשך לכך, שלח הנאשם לאחר תמונת נשק 16-M והציע את הנשק בתמורה ל-60,000 ₪ לאחר משא ומתן ביניהם, הציע הנאשם לאחר כי ישלם חצי מהסכום המבוקש במזומן ואת יתרת הסכום בתשלומים."
לא נכון,"לחילופין, הציע הנאשם, כי אם האחר מעוניין בכך ויכול לשלם את כל הסכום במזומן, ניתן יהיה להוריד במעט את המחיר הסופי."
לא נכון,"בסופו של דבר, לא יצאה העסקה אל הפועל."
לא נכון,"ביום 23.01.19 פנה הנאשם למחמד סילוואד אסעלוק (להלן: ""סעלוק"") ושאל אותו האם יוכל להשיג עבורו נשק מסוג ""גלילון"", וזאת במטרה למכרו לאחרים."
לא נכון,"במענה לפנייתו, שלח סעלוק לנאשם הודעה בה שאל האם הקונים מוכנים לשלם 80 אלף ₪ עבור הנשק."
לא נכון,"בהמשך לכך כתב סעלוק לנאשם, כי ה-""גלילון"" לא נמכר לבדו אלא יחד עם אקדח ""זיגזאוור"", והמחיר המבוקש על שני הנשקים יחד הוא 115 אלף ₪."
לא נכון,"נוכח המחיר המבוקש, ויתר הנאשם על ביצוע העסקה."
לא נכון,"במעשיו המתוארים לעיל', קשר הנאשם עם אדם לעשות פשע של סחר בנשק."
לא נכון,"מעובדות האישום השני בכתב האישום המתוקן עולה, כי ביום 13.05.19 פנה מעאד זהראן המכונה ""כושי"" אל הנאשם וביקש להיפגש איתו."
לא נכון,"למחרת, בשעות אחר הצהרים, הגיע, כושי יחד עם אסיד זיר (להלן: ""אסיד"") לעסק הסמוך לביתו של הנאשם בכפר עקב, והשניים ביקשו את עזרת הנאשם בתיקון נשק הנמצא ברשותם, מאחר שהם יודעים כי הוא בעל ידע בתיקון כלי נשק."
לא נכון,"הנאשם הציע לשניים לפנות לאדם המכונה טאהה ערמוש (להלן: ""טאהה""), שיוכל לסייע להם בתיקון הנשק, אך השניים השיבו כי הם חייבים לטאה כסף ולכן לא פנו אליו."
לא נכון,הנאשם השיב כי יטפל בעניין.
לא נכון,"בהמשך לכך, פנה הנאשם לטאהה ובדק איתו האם יוכל לסייע בתיקון הנשק."
לא נכון,משנענה על ידי טאהה בחיוב קבעו השניים להיפגש.
לא נכון,"הנאשם עדכן את כושי ואסיד בתשובתו של טאה בשעה 22:00 או בסמוך לכך, הגיע אסיד וכושי אל הנאשם והעבירו לידיו תיק ובו רובה M-16 (להלן באישום זה: ""הנשק"") הנאשם עדכן את טאהה, כי הוא בדרכו אליו, והשניים קבעו להיפגש בכיכר הכניסה לביתוניא."
לא נכון,"הנאשם עלה על קטנוע ונסע לביתוניא, כשהוא נושא את כלי הנשק, שם פגש את טאהה ומסר לו את הנשק לשם תיקונו."
לא נכון,"ביום 16.5.19 לאחר שטאהה עדכן את הנאשם כי הנשק תוקן, נסע הנאשם לביתוניא, שם קיבל מידי טאהה את התיק ובו הנשק."
